Rndrng_Prvdr_First_Name,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_Type,Tot_Benes,Bene_Avg_Age
kristen,mix,nurse practitioner,15,70
ndaya,kalambay,physician assistant,23,73
jimmy,stevens,physician assistant,19,77
christopher,lee,nurse practitioner,21,68
joshua,black,optometry,19,71
jennifer,duany,physician assistant,18,78
thuylinh,roschangar,optometry,39,74
daniel,hersh,obstetrics & gynecology,27,68
leon,yeh,emergency medicine,27,72
danielle,rice,chiropractic,31,76
daniela,dipomazio,certified registered nurse anesthetist (crna),33,72
brian,schuessler,chiropractic,42,71
lucia,larson,internal medicine,19,67
nathan,mcgowan,chiropractic,46,71
sharon,jaeger,chiropractic,21,73
venus,maher,chiropractic,47,73
matthew,delisle,chiropractic,24,69
martha,aldridge,obstetrics & gynecology,37,69
kathryn,henley,certified registered nurse anesthetist (crna),19,68
katherine,bozylinsky,physician assistant,21,59
jason,laughton,chiropractic,30,71
mae,hyre,maxillofacial surgery,31,74
akiko,soehl,nurse practitioner,16,66
victor,jourdain,emergency medicine,22,71
megan,hill,family practice,37,62
jeanne,tanner,occupational therapist in private practice,35,71
heather,whitlow,emergency medicine,21,67
melanie,kaneshiro,speech language pathologist,25,71
elizabeth,totty,chiropractic,41,73
tara,murray,chiropractic,35,71
stephanie,manolis,obstetrics & gynecology,13,70
magdalena,wahls,certified registered nurse anesthetist (crna),27,70
ashley,callonas,certified registered nurse anesthetist (crna),17,72
richard,nessif,oral surgery (dentist only),21,70
phillip,lim,certified registered nurse anesthetist (crna),20,74
ebere,ugorji,nurse practitioner,13,72
madison,zuis,nurse practitioner,38,75
marie,hollenhorst,pathology,23,70
jillian,thomas,physician assistant,28,78
sarah,fasolino,physical therapist in private practice,44,73
ermias,ejara,hospitalist,21,72
christine,atkinson,nurse practitioner,35,65
ladonna,dapremont,nurse practitioner,15,69
kristen,seidel,physician assistant,32,73
mary,hauck,physician assistant,59,70
alison,krustapentus,nurse practitioner,49,73
sara,frey,neurology,16,71
amadou,jallow,physician assistant,29,74
mckenna,ruta,physical therapist in private practice,25,72
steven,stearns,physical therapist in private practice,33,71
daniel,mcneil,physician assistant,32,68
jamal,khrais,certified registered nurse anesthetist (crna),32,73
deepak,naidu,plastic and reconstructive surgery,19,71
katherine,blakeley,anesthesiology,29,72
carlos,jurado,obstetrics & gynecology,20,66
carlos,wise,family practice,20,64
amy,pollick,physician assistant,29,67
sandhya,garg,internal medicine,15,68
rajni,rao,cardiology,20,75
aaron,krych,orthopedic surgery,37,68
chris,kosakowski,general surgery,20,73
bhavani,kodali,anesthesiology,19,69
jessica,woods,audiologist,37,77
margaret,featherstone,certified registered nurse anesthetist (crna),15,72
laura,frerich,chiropractic,27,70
kenneth,purdom,obstetrics & gynecology,23,62
joseph,kornfeld,chiropractic,21,73
david,yu,physical medicine and rehabilitation,26,71
arunabha,nandi,emergency medicine,29,72
jennifer,carter,audiologist,41,72
amy,dolan,physical therapist in private practice,36,73
cassandra,mclaughlin,physician assistant,39,66
kristian,gratton,physician assistant,36,68
scott,sims,physician assistant,16,75
kenneth,mancuso,anesthesiology,29,61
john,cercado,physician assistant,28,65
lana,lange,obstetrics & gynecology,53,71
james,goodin,general surgery,34,71
natalie,bruno,anesthesiology,23,77
holly,lashley,physical therapist in private practice,48,71
william,kim,chiropractic,21,72
mayo,fujii,general surgery,24,74
dawn,mechanic-hamilton,"psychologist, clinical",25,74
lindsey,ochoa,physician assistant,23,74
elsa,whitmore,obstetrics & gynecology,23,68
abrea,roark,obstetrics & gynecology,40,63
karen,frye,family practice,13,76
lauren,adcock,nurse practitioner,22,70
roopam,kapoor,obstetrics & gynecology,44,68
stephen,stellfox,chiropractic,50,71
emily,heins,optometry,36,73
joseph,vazquez,nurse practitioner,15,74
matthew,torre,pathology,25,69
kelly,rizzuto,physical therapist in private practice,25,72
aaron,schenone,internal medicine,18,69
amanda,holsopple,obstetrics & gynecology,48,74
edward,mullaney,licensed clinical social worker,13,65
anibal,velez,internal medicine,25,66
tarja,oliver,audiologist,29,76
kenneth,spart,nurse practitioner,27,69
dara,pitts,physician assistant,34,72
hansel,baez,physician assistant,22,72
peter,soh,neurology,25,64
elisabeth,underwood,certified registered nurse anesthetist (crna),24,71
kristine,vaz,physical therapist in private practice,32,76
sara,timko,certified registered nurse anesthetist (crna),20,74
nathan,wigton bell,physician assistant,17,70
asia,williams,physician assistant,42,72
carla,valentine,emergency medicine,36,73
tracy,vernon-platt,nurse practitioner,13,72
steven,sanchez,pathology,19,70
karen,miller,endocrinology,31,71
calvin,peterson,physician assistant,20,74
amy,richardson,podiatry,38,77
crystine,lee,general surgery,28,75
jeffrey,wong,chiropractic,30,74
mark,wrobel,chiropractic,30,69
andrew,rudolph,chiropractic,24,72
jonathon,cooke,neurosurgery,20,74
hugh,head,anesthesiology,21,68
megan,crawford,physician assistant,20,69
sheila,belanger,chiropractic,37,77
chad,betz,maxillofacial surgery,18,74
kimberly,schrage,emergency medicine,25,64
christianne,roumie,internal medicine,22,73
ronald,wahlig,anesthesiology,19,72
reynardo,adorable,chiropractic,29,72
brady,ness,audiologist,26,70
juliet,sharley,occupational therapist in private practice,42,74
lisa,gelman-koessler,obstetrics & gynecology,36,67
peter,grimes,emergency medicine,21,68
james,dinnebeck,optometry,40,69
ellen,bass,physical therapist in private practice,43,73
angela,buzzetta hundal,chiropractic,24,62
stephen,yancovich,physician assistant,25,69
abdul,karim,oral surgery (dentist only),20,75
jeanneanne,ramacho-talley,audiologist,25,75
luanne,solis,obstetrics & gynecology,27,69
nicholas,fiore,chiropractic,28,68
elena,hamilton,geriatric medicine,19,78
dominique,higgins,neurosurgery,18,71
margaret,kennedy,physician assistant,24,66
ashley,butlin,obstetrics & gynecology,23,72
michael,vick,internal medicine,25,69
megan,larson,audiologist,30,74
janey,levinson,physical therapist in private practice,26,73
monica,king,physician assistant,15,70
brandon,goodpaster,chiropractic,23,68
giulia,brighi donato,nurse practitioner,33,67
alecia,wilson,nurse practitioner,19,66
naomie,jeanty,nurse practitioner,20,72
deborah,wu,optometry,39,67
patricia,clubb,optometry,20,73
ryan,ford,anesthesiology,18,68
carmen,manresa,anesthesiology,25,67
milton,gholston,family practice,20,74
deana,cairo,physician assistant,23,79
yekaterina,kantar,speech language pathologist,14,82
jennifer,markowitz,nurse practitioner,13,66
abdelhamed,khalifa,physical therapist in private practice,17,67
sara,jonovich,certified registered nurse anesthetist (crna),18,73
brian,byrne,emergency medicine,23,73
nicole,machulski,physical therapist in private practice,20,70
javier,mery,physician assistant,31,75
jason,lucas,physical therapist in private practice,32,72
russel,anucilla,physical therapist in private practice,21,72
melissa,wohlers,certified registered nurse anesthetist (crna),21,71
angela,dempsey-fanning,obstetrics & gynecology,21,62
harry,papaconstantinou,colorectal surgery (proctology),26,68
carla,liberatore,obstetrics & gynecology,57,70
lee,paglia,physical therapist in private practice,26,74
melissa,lambright,optometry,40,72
anand,gupta,general surgery,14,71
roger,jones,chiropractic,35,69
gilbert,cordero,emergency medicine,24,74
gregory,nielsen,oral surgery (dentist only),22,70
marsha,thompson,nurse practitioner,13,73
deborah,king,speech language pathologist,16,59
heather,baker,physician assistant,32,59
william,howell,internal medicine,21,62
lisa,cutchen,sleep medicine,27,72
cory,pike,chiropractic,55,70
marylou,hagen,physician assistant,23,73
denise,ryan,emergency medicine,25,74
michelle,delehant,"psychologist, clinical",41,75
angela,fluhr,occupational therapist in private practice,40,71
monica,diamos,optometry,25,73
james,reeder,certified registered nurse anesthetist (crna),27,74
boris,beckert,family practice,17,68
stephen,harris,chiropractic,52,73
james,richardson,family practice,32,68
ellen,courson,obstetrics & gynecology,23,59
darlene,jones,optometry,32,71
mark,fullenkamp,anesthesiology,30,69
thomas,lukens,emergency medicine,18,65
thomas,keating,chiropractic,21,72
karla,maldonado,certified registered nurse anesthetist (crna),16,69
carol,coloma,nurse practitioner,29,73
jamie,hancock,optometry,19,76
natasha,cook,certified registered nurse anesthetist (crna),27,73
noel,wardwell,pulmonary disease,24,70
leah,ray,optometry,30,74
jay,johnston,physician assistant,15,77
donald,rollins,optometry,27,77
paul,pace,general surgery,28,63
michelle,friedman,physical therapist in private practice,29,71
gloria,vanklompenberg,family practice,31,73
shahane,janjughazova,hospitalist,19,77
matthew,cooper,general surgery,17,78
peter,morgenstern,neurosurgery,27,75
jennifer,williams,nurse practitioner,12,67
verlena,daniels,nurse practitioner,25,73
sarah,griffith,obstetrics & gynecology,34,67
james,barringer,certified registered nurse anesthetist (crna),19,69
jill,tacl,physical therapist in private practice,37,73
quangminh,ly,internal medicine,20,66
charles,meyer,otolaryngology,15,72
hilary,dolan,physical therapist in private practice,25,74
jenna,lease,nurse practitioner,25,74
joseph,desilets,anesthesiology,19,73
ethan,wincowski,physician assistant,22,76
samantha,chalmers,nurse practitioner,29,63
callie,lugo,family practice,13,62
rita,owen,nurse practitioner,35,64
jessica,cristini,physician assistant,32,68
allison,harper,physical therapist in private practice,59,72
adam,maslonka,nurse practitioner,19,66
janat,mathew,optometry,35,78
veronica,morrison,physician assistant,17,73
ciara,head,physical therapist in private practice,35,73
dane,wallace,nurse practitioner,25,71
kelli,may,nurse practitioner,14,60
shelby,rakusin,physician assistant,16,72
beth,banker,nurse practitioner,19,71
mitchel,berger,neurosurgery,20,66
kathleen,mclaughlin,physical therapist in private practice,41,73
sheila,morton,occupational therapist in private practice,42,70
richard,eddington,optometry,35,72
lisa,harris,internal medicine,26,81
linda,mcelrath,certified registered nurse anesthetist (crna),54,71
cicily,huskey,nurse practitioner,12,78
martha,herndon,certified registered nurse anesthetist (crna),44,73
sujatha,norton,certified registered nurse anesthetist (crna),21,70
frederick,schurger,chiropractic,45,72
richard,chaney,chiropractic,27,72
muhammad,qureshi,obstetrics & gynecology,44,71
andrew,miklos,pathology,18,66
robert,duchynski,emergency medicine,26,67
david,peel,emergency medicine,20,69
floris,pittman,chiropractic,20,73
michael,polsinelli,chiropractic,44,71
jay-p,fite,chiropractic,42,69
john,tanner,chiropractic,29,74
angela,mccoy,certified registered nurse anesthetist (crna),23,66
gina,muscara,certified registered nurse anesthetist (crna),25,64
melissa,lockhart,chiropractic,35,72
kaitlyn,montgomery,physician assistant,30,63
wesley,holmes,nurse practitioner,14,66
brian,carrillo,physician assistant,39,65
tareq,sawan,otolaryngology,23,70
julie,serrano,certified registered nurse anesthetist (crna),19,71
jessica,galbally,nurse practitioner,17,76
khia,gilbert,certified registered nurse anesthetist (crna),15,77
jonathon,weber,diagnostic radiology,16,66
valerie,ulm,obstetrics & gynecology,14,59
amber,harmon,physician assistant,13,70
danielle,hert,certified registered nurse anesthetist (crna),22,74
laura,parente,family practice,22,69
tina,schulte,nurse practitioner,16,80
angela,luna,licensed clinical social worker,14,66
diana,scholl,certified registered nurse anesthetist (crna),20,68
alexandria,diluciano,physician assistant,21,75
christina,li,general surgery,28,71
grace,pariseau,certified registered nurse anesthetist (crna),14,69
nicoline,joenborg,physician assistant,16,68
michelle,kocher,physical therapist in private practice,33,74
tayler,stephens,physician assistant,26,69
kyle,lynch,certified registered nurse anesthetist (crna),28,68
james,lemieux,nurse practitioner,17,72
cody,miller,family practice,21,74
diane,pham,nurse practitioner,52,74
daniel,hernandez,physician assistant,18,71
seth,huber,chiropractic,45,71
terence,ng,certified registered nurse anesthetist (crna),26,72
steven,corcoran,chiropractic,25,69
edmund,yuan,anesthesiology,47,71
lisa,grana,obstetrics & gynecology,61,70
darlene,boytell,nurse practitioner,29,74
jeremy,johnson,obstetrics & gynecology,21,68
jeanne,prins,certified nurse midwife,37,62
ryan,griffin,chiropractic,31,70
regina,welkie,physician assistant,20,71
roger,taft,physical therapist in private practice,31,74
kelly,stuart,obstetrics & gynecology,41,67
mark,logan,chiropractic,47,72
joel,hack,chiropractic,35,74
bruce,beyer,obstetrics & gynecology,48,66
ayman,dahman,obstetrics & gynecology,48,69
brenda,payne,certified registered nurse anesthetist (crna),22,74
katrina,nicholson,chiropractic,24,73
alison,gagnon,physician assistant,15,69
patricia,stopper,nurse practitioner,29,71
heather,wahl,obstetrics & gynecology,25,61
maneesh,singh,gastroenterology,23,65
levent,mutlu,obstetrics & gynecology,16,72
spencer,hunter,physical therapist in private practice,19,75
jennifer,tran,nurse practitioner,36,71
leslie,okorji,general surgery,19,72
robert,czuprynski,colorectal surgery (proctology),34,70
hunter,smith,obstetrics & gynecology,29,65
travis,dunlap,chiropractic,44,72
james,towner,neurosurgery,16,72
inconnu,whatcom county fire district no 17,ambulance service provider,23,74
ariana,oliveira,physical therapist in private practice,19,74
sherry,johnson,occupational therapist in private practice,30,74
sarah,beebe,obstetrics & gynecology,19,71
daniel,maring,family practice,39,70
aimee,chow,physician assistant,17,73
moses,corbell,chiropractic,49,72
johanna,diamond,physical therapist in private practice,31,73
abby,hendryx,physical therapist in private practice,35,70
trevor,schroeder,family practice,31,73
john,epperson,physical therapist in private practice,17,68
mitchell,st. clair,physical therapist in private practice,32,71
hunter,leger,physical therapist in private practice,20,76
katelynn,gray,nurse practitioner,18,71
erin,wolf,physician assistant,23,75
kaelyn,voss,chiropractic,41,75
jessica,ham,nurse practitioner,19,75
joseph,parlavecchio,obstetrics & gynecology,41,72
chandra,chataut,internal medicine,17,71
michael,zaroukian,internal medicine,14,74
daniel,valeria,chiropractic,41,73
harvey,trotman,certified registered nurse anesthetist (crna),17,74
laura,barker,occupational therapist in private practice,22,71
patrick,holser,optometry,42,66
michael,christian,emergency medicine,22,76
alex,willingham,physical medicine and rehabilitation,28,63
greg,den haese,obstetrics & gynecology,51,70
keith,miller p c.,chiropractic,20,73
brian,aberger,chiropractic,45,71
dongchen,li,anesthesiology,20,68
kevin,mackey,emergency medicine,22,63
david,perz,family practice,16,78
joseph,awender,chiropractic,29,73
sharon,gordon,optometry,18,74
jennifer,park,physician assistant,30,73
ari,heffron,obstetrics & gynecology,16,61
annette,ghelfi,chiropractic,49,70
donna,petruzzi,chiropractic,27,75
kristen,welsh,chiropractic,33,73
amin,saab,physical therapist in private practice,37,71
sarah,turner,family practice,21,72
mindy,anderson,speech language pathologist,29,70
brian,zukowski,physical therapist in private practice,20,74
laura,benjamin,anesthesiology,27,71
amy,mccune,physician assistant,33,62
danielle,pipkin,obstetrics & gynecology,51,68
kelly,o'brien,physician assistant,30,72
roli,aurora,occupational therapist in private practice,27,75
thang,nguyen,nurse practitioner,22,60
frances,tangban,nurse practitioner,16,79
dixon,mooseau,chiropractic,22,71
melissa,gearig,physician assistant,15,70
elizabeth,barakitis,physician assistant,16,68
richard,bolinger,physical therapist in private practice,21,76
emmanuelle,bagdasarian,obstetrics & gynecology,27,71
april,krowel,"psychologist, clinical",15,64
cydney,wiens,physician assistant,13,71
shelby,turner,certified registered nurse anesthetist (crna),16,72
alicia,myhre,obstetrics & gynecology,23,65
nichole,baruth,obstetrics & gynecology,30,67
jonathan,ryder,infectious disease,19,72
anna,maraia,physician assistant,28,68
jessica,meerdo,nurse practitioner,13,68
carter,mills,certified registered nurse anesthetist (crna),28,72
addie rodes,carr,physician assistant,15,72
christie,kaji,optometry,26,77
kathleen lara,erese,occupational therapist in private practice,28,72
sharina,sahadeo,nurse practitioner,16,71
amy,nitta,speech language pathologist,22,67
brittnee,shearer,occupational therapist in private practice,29,74
julie,osipow,physical therapist in private practice,30,74
juan,gil,physical therapist in private practice,26,76
emily,white,speech language pathologist,21,71
heidi,peters,physician assistant,23,75
joyce,peter,family practice,28,71
jessica,scofield,emergency medicine,14,77
traci,boullion,nurse practitioner,25,71
brandon,stewart,"psychologist, clinical",15,74
brandon,todd,physical therapist in private practice,28,71
william,matsui,hematology-oncology,34,71
peter,elkin,internal medicine,21,67
imelda,udo,obstetrics & gynecology,22,67
michael,glantz,neurology,35,65
james,mostrom,anesthesiology,18,73
kenneth,baumruck,chiropractic,30,74
jessica,lupo,chiropractic,25,67
carlos,alarcon,obstetrics & gynecology,54,69
robert,hadley,physician assistant,27,71
tyson,shardlow,chiropractic,34,70
art,louie,chiropractic,23,72
liana,puscas,otolaryngology,21,74
irvin,penner,licensed clinical social worker,14,69
hadjh,ahrns,family practice,25,72
laura,blesse hampton,physician assistant,30,69
jonathan,bradstreet,certified registered nurse anesthetist (crna),29,69
gregory,beck,anesthesiology,32,68
raul,perez roman,general practice,13,76
jay,patel,emergency medicine,18,72
inconnu,"pm sleep lab, llc",independent diagnostic testing facility (idtf),23,68
bridget,moran,certified nurse midwife,21,72
dani,stekel,chiropractic,26,71
david,mai,certified registered nurse anesthetist (crna),34,74
jessica,clark,obstetrics & gynecology,37,70
meredith,belyeu-guinn,nurse practitioner,19,69
venita,simpson,neurosurgery,20,73
rachel,saavedra,nurse practitioner,32,71
le,duong,optometry,22,67
melissa,pietro,physician assistant,21,69
allison,gordon,nurse practitioner,24,75
dimitrios,mathios,neurosurgery,26,70
brandon,fell,chiropractic,44,72
curtis,hollen,chiropractic,45,71
joseph,arnold,certified registered nurse anesthetist (crna),19,72
lisa,fitzgerald,nurse practitioner,20,70
tareq,al saadi,internal medicine,15,80
clayton,schuelke,chiropractic,44,74
mary,barden,neurology,27,71
travis,kelner,physician assistant,19,76
shub,agrawal,internal medicine,15,67
george,marek,gastroenterology,19,72
dylan,fallis,physical therapist in private practice,17,72
rodrigo,aguilar,internal medicine,13,70
rahat,abbasi,internal medicine,18,75
adam,miller,dermatology,22,74
alexander,boreham,emergency medicine,15,70
brittney,tully,certified registered nurse anesthetist (crna),22,69
anthony,cerciello,oral surgery (dentist only),33,65
daniel,alicea,otolaryngology,19,70
kaily,tschantz,optometry,26,70
adam,holmbeck,nurse practitioner,17,73
kelsey,kaczmarek,optometry,43,70
carolyn,barbee,physical therapist in private practice,32,72
adrian,paszek,physician assistant,23,69
angela,amoroso,physician assistant,33,74
rodimiro,gamboa,chiropractic,45,71
desiree,oliveri-mcelheny,certified registered nurse anesthetist (crna),27,74
dawn,garcen,family practice,27,71
jorge,falcon-chevere,emergency medicine,18,71
cheryl,sanders,certified registered nurse anesthetist (crna),28,70
thomas,williams,cardiology,14,70
anthony,lorelli,optometry,36,78
eric,curley,chiropractic,21,72
katherine,clore,optometry,31,70
richard,fuller,"psychologist, clinical",16,64
luann,johnson,nurse practitioner,24,70
michael,cook,chiropractic,39,75
kimberly,duir,family practice,27,72
harati,tatineni,obstetrics & gynecology,43,67
john,tuggle,chiropractic,29,70
robert,nicol,emergency medicine,26,64
nisha,d'silva,maxillofacial surgery,25,73
bruce,scheer,nurse practitioner,14,75
katherine,o'brien,nurse practitioner,28,68
cheryl,duran,physical therapist in private practice,22,71
gerri,french,registered dietitian or nutrition professional,19,70
kristi,weaver rowe,obstetrics & gynecology,26,69
deborah,liptzin,pediatric medicine,25,71
krista,rubosky,physician assistant,14,63
julie,peacock,physical therapist in private practice,31,70
jonathan,panarese,physician assistant,22,71
mitchell,keszler,certified registered nurse anesthetist (crna),28,72
colby,staubs,chiropractic,26,74
christopher,johnston,emergency medicine,29,70
jodi,ball,obstetrics & gynecology,17,64
kelsey,kelso,obstetrics & gynecology,27,63
olga,eydlin,anesthesiology,26,68
steven,koenen,physician assistant,13,73
nicole,decristoforo,physical therapist in private practice,32,75
michael,steiner,anesthesiology assistant,23,69
daniel,krueger,physical therapist in private practice,38,73
todd,opdahl,certified registered nurse anesthetist (crna),38,72
jinah,byram,nurse practitioner,36,75
lauren,greek,certified registered nurse anesthetist (crna),24,72
kelly,norris,certified registered nurse anesthetist (crna),23,75
leona,leung,obstetrics & gynecology,40,64
janice,farlow,otolaryngology,18,71
stephanie,garnett,physician assistant,15,71
elizabeth,wegleitner,obstetrics & gynecology,53,65
charlie,adderley,certified registered nurse anesthetist (crna),27,73
evan,busby,maxillofacial surgery,30,68
kimberly,collins,obstetrics & gynecology,37,69
brittnee,freund,certified registered nurse anesthetist (crna),20,73
lauren,gray richardson,physical therapist in private practice,46,70
lela,walker,occupational therapist in private practice,53,72
emily,fredrickson,certified nurse midwife,48,65
kelly,anderson,physician assistant,38,72
sarah,kisch,physical therapist in private practice,21,69
maeve,murtagh,speech language pathologist,37,74
joseph,bouganim,obstetrics & gynecology,22,74
micaela,connors,physical therapist in private practice,22,71
eleanor,johnson,nurse practitioner,12,78
ashleah,hart,physician assistant,16,73
brooke,pawlak,physical therapist in private practice,30,75
aaron,appling,certified registered nurse anesthetist (crna),16,61
rejani,nair,nurse practitioner,20,75
jessica,tansey,nurse practitioner,27,74
dean,spingola,oral surgery (dentist only),23,73
janet,arno,infectious disease,20,66
lea,wrobel,emergency medicine,25,72
jane,talcott,physical therapist in private practice,35,74
philip,prickett,maxillofacial surgery,34,76
thomas,kelley,"psychologist, clinical",13,67
brian,weinshenker,neurology,28,68
michael,marco,chiropractic,35,74
francine,mcleod,obstetrics & gynecology,47,65
sandra,gay,physician assistant,16,81
richard,lewis,ophthalmology,35,62
stacey,sensor,obstetrics & gynecology,35,67
jeffrey,dubin,emergency medicine,18,69
russell,malik,optometry,22,74
thomas,halloran,internal medicine,18,77
dion,visconti,chiropractic,17,71
kenneth,dicarlo,chiropractic,28,71
hemant,gupta,internal medicine,17,78
kenneth,larsen,obstetrics & gynecology,38,73
thomas,gallagher,obstetrics & gynecology,28,63
usma,ahmad,internal medicine,36,70
jennifer,harrison,physical therapist in private practice,31,70
andrzej,glogowski,chiropractic,45,72
adrian,bland,physical therapist in private practice,28,75
suzanne,demers,chiropractic,25,73
camille,baldwin-bonney,occupational therapist in private practice,42,75
ebony,parson,obstetrics & gynecology,30,72
andrea,walsh,obstetrics & gynecology,24,65
ilana,richman,internal medicine,15,66
jessiedeep,toma,physician assistant,21,64
peter,mansuripur,orthopedic surgery,18,65
neeta,singh,anesthesiology,29,73
heather,lene,nurse practitioner,26,77
addie,walker,dermatology,21,65
charlotte,carlson,physician assistant,23,78
mansi,sarihan,dermatology,18,69
elizabeth,eyles,chiropractic,34,72
adam,bulter,general surgery,19,75
roger,brogis,family practice,36,76
christy,greenhalgh,nurse practitioner,17,71
zachary,hamilton,obstetrics & gynecology,33,67
inconnu,"a mri, llc",independent diagnostic testing facility (idtf),26,71
rachel,nichols,occupational therapist in private practice,25,70
megan,folz,speech language pathologist,19,73
meghan,esper,speech language pathologist,38,71
jaya,vasudevan,internal medicine,19,69
thuy-hong,le-kumar,internal medicine,20,78
dana,webber,nurse practitioner,24,68
melinda,acevedo,physical therapist in private practice,21,69
susanna,tam,physical therapist in private practice,23,74
raquel,heyman,occupational therapist in private practice,33,73
kristin,patterson,family practice,18,77
andrew,goldberg,chiropractic,23,75
sierra,davis,chiropractic,61,76
danielle,spinella,physical therapist in private practice,52,73
paul,truong,emergency medicine,32,76
mikela,velasquez,physical therapist in private practice,25,76
john,brueggemann,physical therapist in private practice,27,69
jennifer,buckley,nurse practitioner,19,74
nickolas,rice,physical therapist in private practice,31,69
luke,linscheid,nurse practitioner,21,72
kellyanne,boylan,audiologist,38,76
karin,bonfili,certified registered nurse anesthetist (crna),38,73
larry,rosenberg,family practice,22,75
catherine,schilling,physical therapist in private practice,40,72
laura,borthwick,obstetrics & gynecology,43,74
sahira,kazanjian,interventional radiology,21,68
richard,wright,anesthesiology,26,72
jorge,hernandez,anesthesiology,30,74
harvey,tucker,otolaryngology,26,68
kimberly,caruso,occupational therapist in private practice,22,74
daniel,hahn,physician assistant,33,71
akosua flora,amankwah wright,physician assistant,42,65
geraldine,secor,certified registered nurse anesthetist (crna),15,74
neil,murphy,obstetrics & gynecology,26,64
binh,moore,optometry,43,71
eleanine,hardy-hunter,obstetrics & gynecology,26,68
jennifer,wetherington,family practice,25,75
brendan,lanpher,pediatric medicine,27,60
kristi,farrell,chiropractic,45,71
michael,graham,family practice,14,79
shannon,mcafee,obstetrics & gynecology,36,69
manoj,pillai,medical oncology,16,71
amy,greener,physical therapist in private practice,35,72
michael,montenare,optometry,32,72
paul,mccarthy,chiropractic,24,70
jon,schwanz,chiropractic,24,71
robin,tedesco,physician assistant,21,74
marissa,crooks,certified registered nurse anesthetist (crna),24,69
jennifer,timothee-oliveras,emergency medicine,19,68
kelsey,keltgen,optometry,57,74
melinda,moyer,nurse practitioner,15,78
daniel,finn,physical therapist in private practice,28,74
andrew,beech,oral surgery (dentist only),19,65
michael,o'donnell,gastroenterology,19,76
jeremy,whiting,obstetrics & gynecology,33,68
casondra,joseph,certified registered nurse anesthetist (crna),15,71
alexandra,huntington,physical therapist in private practice,19,72
benjamin,nelson,general surgery,23,73
ashley,cleary,physician assistant,35,72
nicole,magpayo,internal medicine,18,71
amanda,hamilton,obstetrics & gynecology,32,65
maggie,hodges,physical therapist in private practice,35,71
elizabeth,drumm,obstetrics & gynecology,53,66
william,cregar,orthopedic surgery,15,71
katherine,howe,general surgery,17,73
margot,wallin,certified registered nurse anesthetist (crna),19,67
muneer,al husseini,internal medicine,20,65
lonnie,sullivan,internal medicine,23,68
cynthia,noguera,ophthalmology,20,66
hla hla,myo,internal medicine,22,67
bradlee,fagerberg,anesthesiology assistant,18,74
paige,heim,nurse practitioner,38,71
michael,lamorgese,occupational therapist in private practice,14,71
jennifer,helms,nurse practitioner,22,67
shelby,jouppi,physical therapist in private practice,46,74
morgan,highfill,physical therapist in private practice,29,75
coral,pinder,physician assistant,32,66
krista,roberts,optometry,48,70
brian,dyess,oral surgery (dentist only),18,73
elizabeth,dominguez,certified registered nurse anesthetist (crna),18,67
david,brown,obstetrics & gynecology,17,60
michael,pirollo,chiropractic,38,70
william,scheu,chiropractic,31,73
mary,vlahos,certified registered nurse anesthetist (crna),30,72
ann,connaghan,family practice,27,66
christopher,henn,chiropractic,37,73
deborah,leyh,certified registered nurse anesthetist (crna),19,62
jennifer,goldbach,physician assistant,27,69
amy,klagges,physician assistant,15,77
jeffrey,eisman,chiropractic,36,61
madhavi,meka,vascular surgery,38,72
shawn,milner,nurse practitioner,35,66
rebecca,barclift,physical therapist in private practice,34,73
stephen,phillips,chiropractic,33,69
brett,denhart,maxillofacial surgery,33,76
carrie,rountree,anesthesiology assistant,54,69
karen,oyama,pathology,17,66
gerald,knouf,family practice,30,66
lillian,morales,licensed clinical social worker,13,73
suanne,murphy,certified registered nurse anesthetist (crna),20,67
noel,libuit,pathology,19,67
mark,sofia,chiropractic,23,62
sara,mester,physician assistant,15,70
abbey,hardy-fairbanks,obstetrics & gynecology,20,59
nicholas,schar,chiropractic,21,76
miguel,fernandez,emergency medicine,35,72
clifton,okman,chiropractic,20,71
tara,doherty,anesthesiology,14,66
nundhini,thukkani,gastroenterology,14,72
sara,chau,family practice,29,75
melissa,adriani,certified registered nurse anesthetist (crna),15,68
inconnu,arcticax us ltd,clinical laboratory,39,70
april,oliver,optometry,50,71
erin,pitts,optometry,34,73
daniel,dyess,chiropractic,26,71
jessica,schuman,optometry,43,72
mansooreh,eghtesad,pathology,26,62
rujin,ju,obstetrics & gynecology,29,72
audrey,reust,physician assistant,24,64
andrew,wong,family practice,18,73
olufemi,ajibade,obstetrics & gynecology,45,68
elena,rose,optometry,29,71
emily,vos,physical therapist in private practice,33,73
blake,chapman,obstetrics & gynecology,26,66
heather,mcdonald,nurse practitioner,15,73
david,schaeffer,optometry,56,74
lynden,baesch,anesthesiology,14,70
daniel,yee,physician assistant,15,72
eze,nwaubani,nurse practitioner,27,73
janna,deyhle,physical therapist in private practice,31,71
jenika,shah,physical therapist in private practice,13,78
breanna,brockett,audiologist,24,76
kati,kaushal,nurse practitioner,15,69
charlotte,pyles-reiten,occupational therapist in private practice,38,73
jordan,comstock,ophthalmology,27,77
jeremy,rehn,physical therapist in private practice,38,72
emily,snyder,physical therapist in private practice,34,71
nicholas,yedlin,anesthesiology,17,65
julianna,gage,nurse practitioner,20,67
manrajan,gill,internal medicine,22,73
kimberly,fazio,optometry,20,74
jenna,brinker,physician assistant,15,69
