player_name,standardized_club
John Carew,Manchester City
Laurent Koscielny,Arsenal
Sébastien Squillaci,Arsenal
Marouane Chamakh,Arsenal
Mark Randall,Arsenal
Henri Lansbury,Arsenal
Jay Emmanuel-Thomas,Arsenal
Rene Steer,Arsenal
Craig Eastmond,Arsenal
Vito Mannone,Arsenal
Sanchez Watt,Arsenal
Gavin Hoyte,Arsenal
Mark Randall,Arsenal
Jay Emmanuel-Thomas,Arsenal
Pedro Botelho,Arsenal
Eduardo,Arsenal
Armand Traoré,Arsenal
Fran Mérida,Arsenal
Philippe Senderos,Arsenal
William Gallas,Arsenal
Mikaël Silvestre,Arsenal
Sol Campbell,Arsenal
Rene Steer,Arsenal
Mark Randall,Arsenal
Vito Mannone,Arsenal
Nacer Barazite,Arsenal
Sanchez Watt,Arsenal
Pedro Botelho,Arsenal
Gavin Hoyte,Arsenal
Kerrea Gilbert,Arsenal
Pablo Barrera,West Ham United
Winston Reid,West Ham United
Frédéric Piquionne,West Ham United
Ruud Boffin,West Ham United
Lars Christian Jacobsen,West Ham United
Thomas Hitzlsperger,West Ham United
Tal Ben Haim,West Ham United
Victor Obinna,West Ham United
Frank Nouble,West Ham United
Frank Nouble,West Ham United
Alessandro Diamanti,West Ham United
Fabio Daprelà,West Ham United
Ilan,West Ham United
Terry Dixon,West Ham United
Danny Uchechi,West Ham United
Danny Kearns,West Ham United
Frank Nouble,West Ham United
Freddie Sears,West Ham United
Tony Brookes,West Ham United
Guillermo Franco,West Ham United
Wayne Bridge,West Ham United
Robbie Keane,West Ham United
Yaya Touré,Manchester City
Mario Balotelli,Manchester City
David Silva,Manchester City
Aleksandar Kolarov,Manchester City
James Milner,Manchester City
Jérôme Boateng,Manchester City
Mohammed Abu,Manchester City
Dedryck Boyata,Manchester City
Frédéric Veseli,Manchester City
Abdisalam Ibrahim,Manchester City
Reece Wabara,Manchester City
Ben Mee,Manchester City
Ahmad Benali,Manchester City
Roque Santa Cruz,Manchester City
Valeri Bojinov,Manchester City
Felipe Caicedo,Manchester City
Jô,Manchester City
Vladimir Weiss,Manchester City
Robinho,Manchester City
Donal McDermott,Manchester City
Abdisalam Ibrahim,Manchester City
Wayne Bridge,Manchester City
Ben Mee,Manchester City
Donal McDermott,Manchester City
Ryan McGivern,Manchester City
Vladimir Weiss,Manchester City
John Guidetti,Manchester City
Nedum Onuoha,Manchester City
Craig Bellamy,Manchester City
Robinho,Manchester City
Stephen Ireland,Manchester City
Javier Garrido,Manchester City
Valeri Bojinov,Manchester City
Vladimir Weiss,Manchester City
Martin Petrov,Manchester City
Benjani,Manchester City
Karl Moore,Manchester City
Nedum Onuoha,Manchester City
Ryan McGivern,Manchester City
Felipe Caicedo,Manchester City
Gunnar Nielsen,Manchester City
Craig Bellamy,Manchester City
Mohammed Abu,Manchester City
Kelvin Etuhu,Manchester City
Sylvinho,Manchester City
Márton Fülöp,Manchester City
Rafael van der Vaart,Tottenham Hotspur
Sandro,Tottenham Hotspur
Stipe Pletikosa,Tottenham Hotspur
William Gallas,Tottenham Hotspur
Cameron Lancaster,Tottenham Hotspur
Tom Carroll,Tottenham Hotspur
Paul-José Mpoku,Tottenham Hotspur
Mirko Ranieri,Tottenham Hotspur
Ryan Fredericks,Tottenham Hotspur
Jamie O'Hara,Tottenham Hotspur
Paul-José Mpoku,Tottenham Hotspur
Harry Kane,Tottenham Hotspur
Giovani dos Santos,Tottenham Hotspur
David Button,Tottenham Hotspur
Cameron Lancaster,Tottenham Hotspur
Jake Livermore,Tottenham Hotspur
Robbie Keane,Tottenham Hotspur
Tom Carroll,Tottenham Hotspur
David Bentley,Tottenham Hotspur
Kyle Walker,Tottenham Hotspur
Oscar Jansson,Tottenham Hotspur
David Button,Tottenham Hotspur
Kyle Naughton,Tottenham Hotspur
Steven Caulker,Tottenham Hotspur
Adel Taarabt,Tottenham Hotspur
Kyle Walker,Tottenham Hotspur
Dorian Dervite,Tottenham Hotspur
John Bostock,Tottenham Hotspur
Paul-José Mpoku,Tottenham Hotspur
Steven Caulker,Tottenham Hotspur
Adam Smith,Tottenham Hotspur
Jake Livermore,Tottenham Hotspur
Danny Rose,Tottenham Hotspur
Jonathan Obika,Tottenham Hotspur
Ryan Mason,Tottenham Hotspur
Kyle Naughton,Tottenham Hotspur
Oscar Jansson,Tottenham Hotspur
Ben Alnwick,Tottenham Hotspur
David Button,Tottenham Hotspur
Jimmy Walker,Tottenham Hotspur
Eidur Gudjohnsen,Tottenham Hotspur
Raúl Meireles,Liverpool
Christian Poulsen,Liverpool
Paul Konchesky,Liverpool
Brad Jones,Liverpool
Danny Wilson,Liverpool
Jonjo Shelvey,Liverpool
Joe Cole,Liverpool
Milan Jovanovic,Liverpool
Paul Konchesky,Liverpool
Daniel Ayala,Liverpool
Brad Jones,Liverpool
Dani Pacheco,Liverpool
Nikolay Mihaylov,Liverpool
Nathan Eccleston,Liverpool
Stephen Darby,Liverpool
Charles Itandje,Liverpool
András Simon,Liverpool
Krisztián Németh,Liverpool
Javier Mascherano,Liverpool
Yossi Benayoun,Liverpool
Albert Riera,Liverpool
Krisztián Németh,Liverpool
Damien Plessis,Liverpool
Emiliano Insúa,Liverpool
Nabil El Zhar,Liverpool
Robbie Threlfall,Liverpool
David Martin,Liverpool
Diego Cavalieri,Liverpool
Nikolay Mihaylov,Liverpool
Philipp Degen,Liverpool
Alberto Aquilani,Liverpool
Daniel Ayala,Liverpool
Péter Gulácsi,Liverpool
Lauri Dalla Valle,Liverpool
Magaye Gueye,Everton
Jermaine Beckford,Everton
Jan Mucha,Everton
Shane Duffy,Everton
Gerard Kinsella,Everton
James Vaughan,Everton
Iain Turner,Everton
Kieran Agard,Everton
Iain Turner,Everton
Shane Duffy,Everton
John Ruddy,Everton
Lukas Jutkiewicz,Everton
Joseph Yobo,Everton
Dan Gosling,Everton
Carlo Nash,Everton
Anton Peterlin,Everton
Iain Turner,Everton
James Vaughan,Everton
Darren Bent,Aston Villa
Jean II Makoun,Aston Villa
Kyle Walker,Aston Villa
Michael Bradley,Aston Villa
Robert Pirès,Aston Villa
Isaiah Osbourne,Aston Villa
Barry Bannan,Aston Villa
Curtis Davies,Aston Villa
Curtis Davies,Aston Villa
Steve Sidwell,Aston Villa
Nathan Delfouneso,Aston Villa
Barry Bannan,Aston Villa
Eric Lichaj,Aston Villa
Arsenio Halfhuid,Aston Villa
Stephen Ireland,Aston Villa
Isaiah Osbourne,Aston Villa
Jonathan Hogg,Aston Villa
John Carew,Aston Villa
Shane Lowry,Aston Villa
Brad Guzan,Aston Villa
Sergey Kornilenko,FC Köln
Andy Reid,FC Köln
Salaheddine Sbaï,FC Köln
Jason Puncheon,FC Köln
James Beattie,FC Köln
Mark Halstead,FC Köln
Stephen Husband,FC Köln
Ishmel Demontagnac,FC Köln
Ashley Eastham,FC Köln
Mark Halstead,FC Köln
Dekel Keinan,FC Köln
Ashley Eastham,FC Köln
Mark Halstead,FC Köln
Marlon Harewood,FC Köln
Rob Edwards,FC Köln
Jason Euell,FC Köln
Mark Halstead,FC Köln
Ashley Eastham,FC Köln
Stephen Husband,FC Köln
Ishmel Demontagnac,FC Köln
Louis Almond,FC Köln
Danny Coid,FC Köln
Anders Lindegaard,Manchester United
James Chester,Manchester United
Danny Drinkwater,Manchester United
Ritchie De Laet,Manchester United
Ben Amos,Manchester United
Joe Dudgeon,Manchester United
Federico Macheda,Manchester United
James Chester,Manchester United
Ritchie De Laet,Manchester United
Ben Amos,Manchester United
Ritchie De Laet,Manchester United
Joe Dudgeon,Manchester United
Danny Drinkwater,Manchester United
Gary Neville,Manchester United
Steve Sidwell,Fulham
Eidur Gudjohnsen,Fulham
Gaël Kakuta,Fulham
Neil Etheridge,Fulham
Neil Etheridge,Fulham
David Elm,Fulham
Rob Milsom,Fulham
Diomansy Kamara,Fulham
Kagisho Dikgacoi,Fulham
Björn Helge Riise,Fulham
Eddie Johnson,Fulham
Fredrik Stoor,Fulham
Neil Etheridge,Fulham
Hatem Ben Arfa,Newcastle United
Shefki Kuqi,Newcastle United
Stephen Ireland,Newcastle United
Michael Richardson,Newcastle United
Shane Ferguson,Newcastle United
Kazenga LuaLua,Newcastle United
Matthew Grieve,Newcastle United
Tamás Kádár,Newcastle United
Ryan Donaldson,Newcastle United
Andy Carroll,Newcastle United
Matthew Grieve,Newcastle United
Tamás Kádár,Newcastle United
Wayne Routledge,Newcastle United
Ryan Donaldson,Newcastle United
Xisco,Newcastle United
Hatem Ben Arfa,Newcastle United
Fernando Torres,Chelsea
David Luiz,Chelsea
Tomas Kalas,Chelsea
Conor Clifford,Chelsea
Ryan Bertrand,Chelsea
Conor Clifford,Chelsea
Gaël Kakuta,Chelsea
Patrick van Aanholt,Chelsea
Daniel Sturridge,Chelsea
Conor Clifford,Chelsea
Jeffrey Bruma,Chelsea
Fabio Borini,Chelsea
Adam Hammill,Wolverhampton
Leigh Griffiths,Wolverhampton
Jamie O'Hara,Wolverhampton
Adriano Basso,Wolverhampton
Sam Vokes,Wolverhampton
Sam Vokes,Wolverhampton
Sam Vokes,Wolverhampton
Danny Batth,Wolverhampton
Carl Ikeme,Wolverhampton
Andy Keogh,Wolverhampton
Jelle Van Damme,Wolverhampton
Sam Vokes,Wolverhampton
Danny Batth,Wolverhampton
Danny Batth,Wolverhampton
John Dunleavy,Wolverhampton
Andy Keogh,Wolverhampton
David Davis,Wolverhampton
Sam Winnall,Wolverhampton
Sam Vokes,Wolverhampton
Marcus Bent,Wolverhampton
Jermaine Pennant,Manchester City
John Carew,Manchester City
Alex Hedley,Manchester City
Louis Moult,Manchester City
Andrew Davies,Manchester City
Louis Moult,Manchester City
Matty Lund,Manchester City
Danny Pugh,Manchester City
Michael Tonge,Manchester City
Liam Lawrence,Manchester City
Tuncay Sanli,Manchester City
Alex Hedley,Manchester City
Andrew Davies,Manchester City
Michael Tonge,Manchester City
Andrew Davies,Manchester City
Danny Pugh,Manchester City
Matty Lund,Manchester City
Louis Moult,Manchester City
Eidur Gudjohnsen,Manchester City
Liam Lawrence,Manchester City
Jermaine Pennant,Manchester City
Wellington Silva,Arsenal
Ryo Miyaichi,Arsenal
Jens Lehmann,Arsenal
Nacer Barazite,Arsenal
Aaron Ramsey,Arsenal
Aaron Ramsey,Arsenal
Nacer Barazite,Arsenal
Henri Lansbury,Arsenal
Aaron Ramsey,Arsenal
Wellington Silva,Arsenal
Ryo Miyaichi,Arsenal
Jay Emmanuel-Thomas,Arsenal
Aaron Ramsey,Arsenal
Craig Eastmond,Arsenal
Carlos Vela,Arsenal
Demba Ba,West Ham United
Gary O'Neil,West Ham United
Robbie Keane,West Ham United
Wayne Bridge,West Ham United
Paul McCallum,West Ham United
Freddie Sears,West Ham United
Frank Nouble,West Ham United
Kieron Dyer,West Ham United
Valon Behrami,West Ham United
Frank Nouble,West Ham United
Jordan Spence,West Ham United
Kieron Dyer,West Ham United
Frank Nouble,West Ham United
Benni McCarthy,West Ham United
Tal Ben Haim,West Ham United
Edin Dzeko,Manchester City
Gunnar Nielsen,Manchester City
John Guidetti,Manchester City
Javan Vidal,Manchester City
Emmanuel Adebayor,Manchester City
Wayne Bridge,Manchester City
John Guidetti,Manchester City
Ben Mee,Manchester City
Abdisalam Ibrahim,Manchester City
Roque Santa Cruz,Manchester City
Javan Vidal,Manchester City
David González,Manchester City
Donal McDermott,Manchester City
Steven Pienaar,Tottenham Hotspur
Bongani Khumalo,Tottenham Hotspur
Simon Dawkins,Tottenham Hotspur
Harry Kane,Tottenham Hotspur
Ben Alnwick,Tottenham Hotspur
Jonathan Obika,Tottenham Hotspur
Jonathan Obika,Tottenham Hotspur
John Bostock,Tottenham Hotspur
Jonathan Obika,Tottenham Hotspur
Ben Alnwick,Tottenham Hotspur
Jake Livermore,Tottenham Hotspur
Kyle Walker,Tottenham Hotspur
Danny Rose,Tottenham Hotspur
Mirko Ranieri,Tottenham Hotspur
Robbie Keane,Tottenham Hotspur
Giovani dos Santos,Tottenham Hotspur
David Bentley,Tottenham Hotspur
Tom Carroll,Tottenham Hotspur
Jamie O'Hara,Tottenham Hotspur
Bongani Khumalo,Tottenham Hotspur
Jonathan Obika,Tottenham Hotspur
Harry Kane,Tottenham Hotspur
Ben Alnwick,Tottenham Hotspur
Jonathan Obika,Tottenham Hotspur
Mirko Ranieri,Tottenham Hotspur
Cameron Lancaster,Tottenham Hotspur
Jonathan Obika,Tottenham Hotspur
Kyle Walker,Tottenham Hotspur
Jake Livermore,Tottenham Hotspur
Simon Dawkins,Tottenham Hotspur
Andy Carroll,Liverpool
Luis Suárez,Liverpool
Jon Flanagan,Liverpool
Péter Gulácsi,Liverpool
Daniel Ayala,Liverpool
Fernando Torres,Liverpool
Ryan Babel,Liverpool
Charles Itandje,Liverpool
András Simon,Liverpool
Stephen Darby,Liverpool
Nathan Eccleston,Liverpool
Paul Konchesky,Liverpool
Daniel Ayala,Liverpool
Brad Jones,Liverpool
Dani Pacheco,Liverpool
Apostolos Vellios,Everton
Kieran Agard,Everton
Steven Pienaar,Everton
Yakubu Aiyegbeni,Everton
Kieran Agard,Everton
Kieran Agard,Everton
Iain Turner,Everton
Shane Duffy,Everton
Roger Johnson,Wolverhampton
Jamie O'Hara,Wolverhampton
Dorus de Vries,Wolverhampton
Michael Ihiekwe,Wolverhampton
Johnny Gorman,Wolverhampton
Louis Harris,Wolverhampton
Sam Whittall,Wolverhampton
Adlène Guédioura,Wolverhampton
Adam Hammill,Wolverhampton
Louis Harris,Wolverhampton
Sam Winnall,Wolverhampton
Sam Vokes,Wolverhampton
Matt Doherty,Wolverhampton
Sam Winnall,Wolverhampton
Leigh Griffiths,Wolverhampton
Carl Ikeme,Wolverhampton
Danny Batth,Wolverhampton
Stefan Maierhofer,Wolverhampton
Stefan Maierhofer,Wolverhampton
Greg Halford,Wolverhampton
Scott Malone,Wolverhampton
Marcus Hahnemann,Wolverhampton
Nathan Rooney,Wolverhampton
Adriano Basso,Wolverhampton
David Jones,Wolverhampton
Michael Kightly,Wolverhampton
Carl Ikeme,Wolverhampton
James Spray,Wolverhampton
Andy Keogh,Wolverhampton
Sam Winnall,Wolverhampton
Leigh Griffiths,Wolverhampton
David Davis,Wolverhampton
Steven Mouyokolo,Wolverhampton
John Dunleavy,Wolverhampton
Sébastien Bassong,Wolverhampton
Geoffrey Bia,Wolverhampton
Jamie O'Hara,Wolverhampton
Shaun Wright-Phillips,Angers
DJ Campbell,Angers
Armand Traoré,Angers
Anton Ferdinand,Angers
Luke Young,Angers
Jason Puncheon,Angers
Joey Barton,Angers
Jay Bothroyd,Angers
Kieron Dyer,Angers
Danny Gabbidon,Angers
Brian Murphy,Angers
Bruno Perone,Angers
Michael Harriman,Angers
Bradley Simmonds,Angers
Bruno Andrade,Angers
Patrick Agyemang,Angers
Matteo Alberti,Angers
Elvijs Putnins,Angers
Rowan Vine,Angers
Lee Cook,Angers
Max Ehmer,Angers
Troy Hewitt,Angers
Peter Ramage,Angers
Matthew Connolly,Angers
Rowan Vine,Angers
Bruno Andrade,Angers
Clint Hill,Angers
Kaspars Gorkss,Angers
Cyrus Vanterpool,Angers
Elliott Cox,Angers
Antonio German,Angers
Leon Clarke,Angers
Gavin Mahon,Angers
Josh Parker,Angers
Joe Oastler,Angers
Georgios Tofas,Angers
Lee Brown,Angers
Pascal Chimbonda,Angers
Mikele Leigertwood,Angers
Gary Borrowdale,Angers
Troy Hewitt,Angers
Martin Rowlands,Angers
Bruno Andrade,Angers
Clint Hill,Angers
Patrick Agyemang,Angers
Rowan Vine,Angers
Michael Doughty,Angers
Marcel Henry-Francis,Angers
Elvijs Putnins,Angers
Peter Ramage,Angers
Matteo Alberti,Angers
Alessandro Pellicori,Angers
Taye Taiwo,Angers
David de Gea,Manchester United
Phil Jones,Manchester United
Ashley Young,Manchester United
Sam Johnstone,Manchester United
Reece Brown,Manchester United
Ritchie De Laet,Manchester United
Reece Brown,Manchester United
Federico Macheda,Manchester United
Sam Johnstone,Manchester United
John O'Shea,Manchester United
Gabriel Obertan,Manchester United
Wes Brown,Manchester United
Bebé,Manchester United
Joe Dudgeon,Manchester United
Owen Hargreaves,Manchester United
Danny Drinkwater,Manchester United
Reece Brown,Manchester United
Sam Johnstone,Manchester United
Ritchie De Laet,Manchester United
Paul Scholes,Manchester United
Edwin van der Sar,Manchester United
Conor Devlin,Manchester United
Sam Johnstone,Manchester United
Bryan Ruíz,Fulham
John Arne Riise,Fulham
Pajtim Kasami,Fulham
Marcel Gecov,Fulham
Orlando Sá,Fulham
Zdenek Grygera,Fulham
Csaba Somogyi,Fulham
Dan Burn,Fulham
Kerim Frei,Fulham
Matthew Briggs,Fulham
Jonathan Greening,Fulham
Kagisho Dikgacoi,Fulham
Zoltán Gera,Fulham
John Paintsil,Fulham
Diomansy Kamara,Fulham
David Stockdale,Fulham
Björn Helge Riise,Fulham
Carlos Salcido,Fulham
Matthew Saunders,Fulham
Pascal Zuberbühler,Fulham
Eddie Johnson,Fulham
Eidur Gudjohnsen,Fulham
Davide Santon,Newcastle United
Yohan Cabaye,Newcastle United
Gabriel Obertan,Newcastle United
Demba Ba,Newcastle United
Rob Elliot,Newcastle United
Mehdi Abeid,Newcastle United
Sylvain Marveaux,Newcastle United
James Tavernier,Newcastle United
Jak Alnwick,Newcastle United
Sammy Ameobi,Newcastle United
Ryan McGorrigan,Newcastle United
Fraser Forster,Newcastle United
Phil Airey,Newcastle United
Michael Richardson,Newcastle United
Ole Söderberg,Newcastle United
Ryan Donaldson,Newcastle United
Nile Ranger,Newcastle United
José Enrique,Newcastle United
Kevin Nolan,Newcastle United
Wayne Routledge,Newcastle United
Fraser Forster,Newcastle United
Ben Tozer,Newcastle United
Shefki Kuqi,Newcastle United
Matthew Grieve,Newcastle United
Joey Barton,Newcastle United
Steve Harper,Newcastle United
Ole Söderberg,Newcastle United
Ryan Donaldson,Newcastle United
Jak Alnwick,Newcastle United
James Tavernier,Newcastle United
Michael Richardson,Newcastle United
Phil Airey,Newcastle United
Kazenga LuaLua,Newcastle United
Sol Campbell,Newcastle United
Juan Mata,Chelsea
Romelu Lukaku,Chelsea
Raúl Meireles,Chelsea
Thibaut Courtois,Chelsea
Oriol Romeu,Chelsea
Ulises Dávila,Chelsea
Amin Affane,Chelsea
Yossi Benayoun,Chelsea
Josh McEachran,Chelsea
Matej Delac,Chelsea
Nemanja Matic,Chelsea
Slobodan Rajkovic,Chelsea
Yuri Zhirkov,Chelsea
Nemanja Matic,Chelsea
Michael Mancienne,Chelsea
Slobodan Rajkovic,Chelsea
Thibaut Courtois,Chelsea
Jeffrey Bruma,Chelsea
Fabio Borini,Chelsea
Matej Delac,Chelsea
Ulises Dávila,Chelsea
Patrick van Aanholt,Chelsea
Gaël Kakuta,Chelsea
Yossi Benayoun,Chelsea
Tomas Kalas,Chelsea
James Russell,Chelsea
Alex Oxlade-Chamberlain,Arsenal
Gervinho,Arsenal
Mikel Arteta,Arsenal
Per Mertesacker,Arsenal
André Santos,Arsenal
Chu-young Park,Arsenal
Carl Jenkinson,Arsenal
Joel Campbell,Arsenal
Yossi Benayoun,Arsenal
Elton Monteiro,Arsenal
Ignasi Miquel,Arsenal
Francis Coquelin,Arsenal
Emmanuel Frimpong,Arsenal
Nico Yennaris,Arsenal
Pedro Botelho,Arsenal
Henri Lansbury,Arsenal
Armand Traoré,Arsenal
Gavin Hoyte,Arsenal
Nico Yennaris,Arsenal
Andrey Arshavin,Arsenal
Craig Eastmond,Arsenal
Ryo Miyaichi,Arsenal
Sanchez Watt,Arsenal
Vito Mannone,Arsenal
Carlos Vela,Arsenal
Nicklas Bendtner,Arsenal
Ryo Miyaichi,Arsenal
Cesc Fàbregas,Arsenal
Samir Nasri,Arsenal
Gaël Clichy,Arsenal
Emmanuel Eboué,Arsenal
Armand Traoré,Arsenal
Jay Emmanuel-Thomas,Arsenal
Nicklas Bendtner,Arsenal
Denílson,Arsenal
Pedro Botelho,Arsenal
Mark Randall,Arsenal
Henri Lansbury,Arsenal
Joel Campbell,Arsenal
Manuel Almunia,Arsenal
Carlos Vela,Arsenal
Jens Lehmann,Arsenal
Yossi Benayoun,Arsenal
Peter Crouch,Manchester City
Wilson Palacios,Manchester City
Cameron Jerome,Manchester City
Matthew Upson,Manchester City
Jonathan Woodgate,Manchester City
Ryan Brunt,Manchester City
Louis Moult,Manchester City
Andrew Davies,Manchester City
Andrew Davies,Manchester City
Eidur Gudjohnsen,Manchester City
Tom Soares,Manchester City
Ryan Brunt,Manchester City
Michael Tonge,Manchester City
Danny Collins,Manchester City
Diego Arismendi,Manchester City
Matty Lund,Manchester City
Ibrahima Sonko,Manchester City
Carl Dickinson,Manchester City
Jack Harrison,Manchester City
Alex Hedley,Manchester City
Eidur Gudjohnsen,Manchester City
Abdoulaye Fayé,Manchester City
Ibrahima Sonko,Manchester City
Matty Lund,Manchester City
Louis Moult,Manchester City
Andrew Davies,Manchester City
Danny Pugh,Manchester City
Danny Collins,Manchester City
Louis Moult,Manchester City
Ben Marshall,Manchester City
Andrew Davies,Manchester City
Charles N'Zogbia,Aston Villa
Alan Hutton,Aston Villa
Shay Given,Aston Villa
Jermaine Jenas,Aston Villa
Gary Gardner,Aston Villa
Andreas Weimann,Aston Villa
Daniel Johnson,Aston Villa
Nathan Baker,Aston Villa
Ebby Nelson-Addy,Aston Villa
Courtney Cameron,Aston Villa
Andreas Weimann,Aston Villa
Arsenio Halfhuid,Aston Villa
Stewart Downing,Aston Villa
Ashley Young,Aston Villa
Jean II Makoun,Aston Villa
Luke Young,Aston Villa
Isaiah Osbourne,Aston Villa
Arsenio Halfhuid,Aston Villa
Brad Friedel,Aston Villa
Nigel Reo-Coker,Aston Villa
John Carew,Aston Villa
Jonathan Hogg,Aston Villa
Andreas Weimann,Aston Villa
Robert Pirès,Aston Villa
Moustapha Salifou,Aston Villa
Jermaine Jenas,Aston Villa
Michael Bradley,Aston Villa
Sergio Agüero,Manchester City
Samir Nasri,Manchester City
Stefan Savic,Manchester City
Gaël Clichy,Manchester City
Costel Pantilimon,Manchester City
Owen Hargreaves,Manchester City
Abdul Razak,Manchester City
Eirik Johansen,Manchester City
Wayne Bridge,Manchester City
Ryan McGivern,Manchester City
Ryan McGivern,Manchester City
Dedryck Boyata,Manchester City
Emmanuel Adebayor,Manchester City
Felipe Caicedo,Manchester City
Michael Johnson,Manchester City
David González,Manchester City
Emmanuel Adebayor,Manchester City
Jérôme Boateng,Manchester City
Shaun Wright-Phillips,Manchester City
Shay Given,Manchester City
Emmanuel Adebayor,Manchester City
Roque Santa Cruz,Manchester City
Felipe Caicedo,Manchester City
Jô,Manchester City
Craig Bellamy,Manchester City
Donal McDermott,Manchester City
Scott Kay,Manchester City
Shay Logan,Manchester City
Ahmad Benali,Manchester City
Reece Wabara,Manchester City
John Guidetti,Manchester City
Dedryck Boyata,Manchester City
Abdul Razak,Manchester City
Ryan McGivern,Manchester City
Ryan McGivern,Manchester City
Abdisalam Ibrahim,Manchester City
Michael Johnson,Manchester City
David González,Manchester City
Vladimir Weiss,Manchester City
Ben Mee,Manchester City
